Miasto;Wojewodztwo;Latitude;Longitude
Nowogród;podlaskie;53.22777777777778;21.880555555555556
Rajgród;podlaskie;53.73361111111111;22.700277777777778
Sejny;podlaskie;54.10666666666667;23.34861111111111
Siemiatycze;podlaskie;52.42722222222222;22.8625
Sokółka;podlaskie;53.40694444444444;23.5
Stawiski;podlaskie;53.37975;22.154944444444443
Suchowola;podlaskie;53.57944444444445;23.101666666666667
Supraśl;podlaskie;53.211111111111116;23.3375
Suraż;podlaskie;52.94972222222222;22.95638888888889
Suwałki;podlaskie;54.10111111111111;22.9325
Szczuczyn (województwo podlaskie);podlaskie;53.566111111111105;22.285
Szepietowo;podlaskie;52.86972222222222;22.54638888888889
Tykocin;podlaskie;53.205555555555556;22.770833333333332
Wasilków;podlaskie;53.2;23.204444444444444
Wysokie Mazowieckie;podlaskie;52.916666666666664;22.514444444444443
Zabłudów;podlaskie;53.015277777777776;23.335277777777776
Zambrów;podlaskie;52.98555555555556;22.241111111111113
Bytom Odrzański;lubuskie;51.73111111111111;15.821944444444444
Cybinka;lubuskie;52.19444444444444;14.795833333333333
Czerwieńsk;lubuskie;52.01555555555556;15.405000000000001
Dobiegniew;lubuskie;52.97;15.753055555555555
Drezdenko;lubuskie;52.83583333333333;15.831111111111111
Gorzów Wielkopolski;lubuskie;52.73083333333334;15.238333333333333
Gozdnica;lubuskie;51.43888888888888;15.095555555555556
Gubin;lubuskie;51.946797222222216;14.727730555555556
Iłowa;lubuskie;51.50194444444445;15.205833333333333
Jasień (miasto);lubuskie;51.75138888888889;15.0175
Kargowa;lubuskie;52.07194444444445;15.865277777777777
Kostrzyn nad Odrą;lubuskie;52.58833333333334;14.666666666666666
Kożuchów;lubuskie;51.74527777777778;15.594444444444445
Krosno Odrzańskie;lubuskie;52.05277777777778;15.113055555555555
Lubniewice;lubuskie;52.51638888888889;15.249722222222221
Lubsko;lubuskie;51.785555555555554;14.9675
Łęknica;lubuskie;51.538333333333334;14.739166666666666
Małomice;lubuskie;51.55722222222222;15.449444444444445
Międzyrzecz;lubuskie;52.44833333333333;15.588333333333335
Nowa Sól;lubuskie;51.80583333333333;15.716111111111111
Nowe Miasteczko;lubuskie;51.69083333333333;15.73472222222222
Nowogród Bobrzański;lubuskie;51.79833333333333;15.25388888888889
Ośno Lubuskie;lubuskie;52.452222222222225;14.877500000000001
Otyń;lubuskie;51.84722222222222;15.709722222222222
Rzepin;lubuskie;52.34638888888889;14.832222222222223
Skwierzyna;lubuskie;52.598888888888894;15.50611111111111
Sława (miasto);lubuskie;51.87583333333333;16.071666666666665
Słubice;lubuskie;52.35416666666667;14.568888888888889
Strzelce Krajeńskie;lubuskie;52.87555555555556;15.531944444444445
Sulechów;lubuskie;52.07833333333333;15.620277777777778
Sulęcin;lubuskie;52.443888888888885;15.116111111111111
Szlichtyngowa;lubuskie;51.71194444444445;16.242222222222225
Szprotawa;lubuskie;51.56666666666667;15.536666666666667
Świebodzin;lubuskie;52.246944444444445;15.53361111111111
Torzym;lubuskie;52.312777777777775;15.077777777777778
Trzciel;lubuskie;52.36472222222223;15.872777777777777
Witnica;lubuskie;52.67777777777778;14.891388888888889
Wschowa;lubuskie;51.80138888888889;16.315555555555555
Zbąszynek;lubuskie;52.242222222222225;15.81638888888889
Zielona Góra;lubuskie;51.939722222222215;15.505
Żagań;lubuskie;51.617222222222225;15.314722222222223
Żary;lubuskie;51.63666666666666;15.136666666666667
Bytów;pomorskie;54.17111111111111;17.490833333333335
Chojnice;pomorskie;53.69416666666666;17.55638888888889
Czarna Woda (miasto);pomorskie;53.84444444444445;18.1
Czarne;pomorskie;53.68388888888889;16.939722222222223
Czersk;pomorskie;53.79277777777778;17.973888888888887
Człuchów;pomorskie;53.66444444444444;17.360000000000003
Debrzno;pomorskie;53.53805555555555;17.23611111111111
Dzierzgoń;pomorskie;53.92333333333333;19.35138888888889
Gdańsk;pomorskie;54.347500000000004;18.64527777777778
Gdynia;pomorskie;54.51916666666666;18.539444444444445
Gniew (miasto);pomorskie;53.83555555555556;18.822499999999998
Hel (miasto);pomorskie;54.611666666666665;18.808055555555555
Jastarnia;pomorskie;54.69944444444444;18.67666666666667
Kartuzy;pomorskie;54.335;18.20138888888889
Kępice;pomorskie;54.24111111111111;16.889722222222222
Kościerzyna;pomorskie;54.121944444444445;17.981111111111108
Krynica Morska;pomorskie;54.3825;19.444444444444446
Kwidzyn;pomorskie;53.73583333333333;18.930833333333336
Lębork;pomorskie;54.53916666666667;17.747222222222224
Łeba;pomorskie;54.76111111111111;17.557222222222222
Malbork;pomorskie;54.035;19.028055555555554
Miastko;pomorskie;53.99916666666667;16.976388888888888
Nowy Dwór Gdański;pomorskie;54.212500000000006;19.116666666666667
Nowy Staw;pomorskie;54.135555555555555;19.013333333333332
Pelplin;pomorskie;53.92611111111111;18.70111111111111
Prabuty;pomorskie;53.755833333333335;19.1975
Pruszcz Gdański;pomorskie;54.261944444444445;18.636388888888888
Puck;pomorskie;54.717777777777776;18.40861111111111
Reda (miasto);pomorskie;54.6075;18.34611111111111
Rumia;pomorskie;54.57055555555556;18.387777777777778
Skarszewy;pomorskie;54.06722222222223;18.445833333333333
Skórcz;pomorskie;53.79666666666667;18.52611111111111
Słupsk;pomorskie;54.465833333333336;17.029166666666665
Sopot;pomorskie;54.44194444444444;18.559722222222224
Starogard Gdański;pomorskie;53.963055555555556;18.52583333333333
Sztum;pomorskie;53.92166666666667;19.033611111111114
Tczew;pomorskie;54.09219166666667;18.777330555555555
Ustka;pomorskie;54.578611111111115;16.86916666666667
Wejherowo;pomorskie;54.60416666666667;18.24888888888889
Władysławowo;pomorskie;54.79309166666666;18.414358333333332
Żukowo;pomorskie;54.34583333333334;18.360555555555557
Bartoszyce;warmińsko-mazurskie;54.24888888888889;20.808055555555555
Biała Piska;warmińsko-mazurskie;53.61138888888889;22.063055555555557
Biskupiec;warmińsko-mazurskie;53.863055555555555;20.95583333333333
Bisztynek;warmińsko-mazurskie;54.08555555555556;20.9
Braniewo;warmińsko-mazurskie;54.379444444444445;19.81972222222222
Dobre Miasto;warmińsko-mazurskie;53.987500000000004;20.395833333333332
Działdowo;warmińsko-mazurskie;53.236111111111114;20.17777777777778
Elbląg;warmińsko-mazurskie;54.15833333333333;19.402777777777775
Ełk;warmińsko-mazurskie;53.82138888888889;22.362222222222222
Frombork;warmińsko-mazurskie;54.358333333333334;19.68305555555556
Giżycko;warmińsko-mazurskie;54.04;21.75888888888889
Gołdap;warmińsko-mazurskie;54.316111111111105;22.309444444444445
Górowo Iławeckie;warmińsko-mazurskie;54.28444444444444;20.495555555555555
Iława;warmińsko-mazurskie;53.59638888888889;19.565555555555555
Jeziorany;warmińsko-mazurskie;53.978611111111114;20.74638888888889
Kętrzyn;warmińsko-mazurskie;54.07694444444445;21.37527777777778
Kisielice;warmińsko-mazurskie;53.606944444444444;19.259444444444444
Korsze;warmińsko-mazurskie;54.171388888888885;21.141111111111112
Lidzbark;warmińsko-mazurskie;53.26027777777778;19.82111111111111
Lidzbark Warmiński;warmińsko-mazurskie;54.123691666666666;20.581736111111113
Lubawa;warmińsko-mazurskie;53.505;19.751666666666665
Mikołajki;warmińsko-mazurskie;53.80361111111111;21.571666666666665
Miłakowo;warmińsko-mazurskie;54.01027777777778;20.072222222222223
Miłomłyn;warmińsko-mazurskie;53.76416666666667;19.838055555555556
Młynary;warmińsko-mazurskie;54.18635555555555;19.720366666666663
Morąg;warmińsko-mazurskie;53.916269444444445;19.927847222222223
Mrągowo;warmińsko-mazurskie;53.869166666666665;21.299722222222226
Nidzica;warmińsko-mazurskie;53.358333333333334;20.425
Nowe Miasto Lubawskie;warmińsko-mazurskie;53.425555555555555;19.587777777777777
Olecko;warmińsko-mazurskie;54.03617222222222;22.49824166666667
Olsztyn;warmińsko-mazurskie;53.77305555555555;20.47611111111111
Olsztynek;warmińsko-mazurskie;53.5825;20.282777777777778
Orneta;warmińsko-mazurskie;54.11555555555556;20.13
Orzysz;warmińsko-mazurskie;53.81026388888888;21.947297222222222
Ostróda;warmińsko-mazurskie;53.693888888888885;19.96611111111111
Pasłęk;warmińsko-mazurskie;54.061930555555556;19.66379444444444
Pasym;warmińsko-mazurskie;53.651111111111106;20.791944444444447
Pieniężno;warmińsko-mazurskie;54.23646111111111;20.128508333333333
Pisz;warmińsko-mazurskie;53.62888888888889;21.8125
Reszel;warmińsko-mazurskie;54.05324722222222;21.15252222222222
Ruciane-Nida;warmińsko-mazurskie;53.65029722222222;21.549944444444446
Ryn;warmińsko-mazurskie;53.944325;21.515047222222222
Sępopol;warmińsko-mazurskie;54.26916666666666;21.014444444444443
Susz;warmińsko-mazurskie;53.716944444444444;19.335277777777776
Szczytno;warmińsko-mazurskie;53.562777777777775;20.985277777777778
Tolkmicko;warmińsko-mazurskie;54.32021944444445;19.527313888888887
Węgorzewo;warmińsko-mazurskie;54.21388888888889;21.74138888888889
Wielbark;warmińsko-mazurskie;53.397777777777776;20.94611111111111
Zalewo;warmińsko-mazurskie;53.845872222222226;19.603491666666667
Busko-Zdrój;świętokrzyskie;50.470555555555556;20.718888888888888
Chęciny;świętokrzyskie;50.80277777777778;20.46722222222222
Chmielnik (województwo świętokrzyskie);świętokrzyskie;50.611666666666665;20.749722222222225
Ćmielów;świętokrzyskie;50.890277777777776;21.514722222222222
Daleszyce;świętokrzyskie;50.80361111111111;20.8075
Działoszyce;świętokrzyskie;50.365;20.352500000000003
Iwaniska;świętokrzyskie;50.73166666666667;21.275
Jędrzejów;świętokrzyskie;50.63944444444444;20.304166666666667
Kazimierza Wielka;świętokrzyskie;50.27361111111111;20.484444444444446
Kielce;świętokrzyskie;50.87416666666667;20.633333333333333
Klimontów;świętokrzyskie;50.656388888888884;21.452777777777776
Końskie;świętokrzyskie;51.18888888888888;20.40611111111111
Koprzywnica;świętokrzyskie;50.59055555555556;21.58361111111111
Kunów;świętokrzyskie;50.95861111111111;21.283055555555556
Łagów;świętokrzyskie;50.776666666666664;21.084999999999997
Łopuszno;świętokrzyskie;50.948611111111106;20.250833333333333
Małogoszcz;świętokrzyskie;50.81333333333333;20.26833333333333
Miasta w województwie świętokrzyskim;;50.87416666666667;20.633333333333333
Morawica;świętokrzyskie;50.74111111111111;20.62666666666667
Nowa Słupia;świętokrzyskie;50.862500000000004;21.086944444444445
Nowy Korczyn;świętokrzyskie;50.299166666666665;20.80888888888889
Oleśnica (województwo świętokrzyskie);świętokrzyskie;50.45;21.05
Opatowiec;świętokrzyskie;50.24194444444444;20.723611111111108
Opatów;świętokrzyskie;50.805;21.424722222222222
Osiek (miasto);świętokrzyskie;50.519999999999996;21.442777777777778
Ostrowiec Świętokrzyski;świętokrzyskie;50.9325;21.38611111111111
Ożarów;świętokrzyskie;50.89083333333333;21.66777777777778
Pacanów;świętokrzyskie;50.40333333333333;21.038333333333334
Piekoszów;świętokrzyskie;50.88166666666667;20.461666666666666
Pierzchnica;świętokrzyskie;50.697222222222216;20.753055555555555
Pińczów;świętokrzyskie;50.52027777777778;20.52611111111111
Połaniec;świętokrzyskie;50.4325;21.280555555555555
Radoszyce;świętokrzyskie;51.07416666666667;20.263055555555557
Sandomierz;świętokrzyskie;50.68222222222222;21.74888888888889
Sędziszów;świętokrzyskie;50.562777777777775;20.05
Skalbmierz;świętokrzyskie;50.31944444444445;20.399166666666666
Skarżysko-Kamienna;świętokrzyskie;51.11638888888889;20.866944444444446
Starachowice;świętokrzyskie;51.03666666666666;21.070833333333333
Staszów;świętokrzyskie;50.56055555555555;21.166666666666668
Stąporków;świętokrzyskie;51.13916666666667;20.552777777777777
Stopnica;świętokrzyskie;50.439166666666665;20.940555555555555
Barcin;kujawsko-pomorskie;52.86388888888889;17.947222222222223
Brodnica;kujawsko-pomorskie;53.25972222222222;19.395555555555553
Brześć Kujawski;kujawsko-pomorskie;52.605000000000004;18.898055555555555
Bydgoszcz;kujawsko-pomorskie;53.125;18.011111111111113
Suchedniów;świętokrzyskie;51.05166666666666;20.8325
Szydłów;świętokrzyskie;50.59055555555556;21.002777777777776
Chełmno;kujawsko-pomorskie;53.34916666666667;18.422777777777778
Chełmża;kujawsko-pomorskie;53.18666666666666;18.603611111111114
Chodecz;kujawsko-pomorskie;52.405277777777776;19.028333333333332
Ciechocinek;kujawsko-pomorskie;52.878055555555555;18.781666666666666
Dobrzyń nad Wisłą;kujawsko-pomorskie;52.63777777777778;19.32138888888889
Wąchock;świętokrzyskie;51.07416666666667;21.01361111111111
Wiślica;świętokrzyskie;50.34861111111111;20.674166666666668
Włoszczowa;świętokrzyskie;50.85416666666667;19.966944444444444
Wodzisław;świętokrzyskie;50.519999999999996;20.190555555555555
Zawichost;świętokrzyskie;50.806666666666665;21.85638888888889
Gniewkowo;kujawsko-pomorskie;52.894999999999996;18.406388888888888
Golub-Dobrzyń;kujawsko-pomorskie;53.112500000000004;19.05138888888889
Górzno;kujawsko-pomorskie;53.19833333333333;19.644444444444446
Grudziądz;kujawsko-pomorskie;53.48694444444445;18.756944444444443
Inowrocław;kujawsko-pomorskie;52.795833333333334;18.261111111111113
Izbica Kujawska;kujawsko-pomorskie;52.419444444444444;18.760277777777777
Jabłonowo Pomorskie;kujawsko-pomorskie;53.388888888888886;19.152777777777775
Janikowo;kujawsko-pomorskie;52.74777777777778;18.113055555555558
Janowiec Wielkopolski;kujawsko-pomorskie;52.75694444444444;17.488055555555558
Kamień Krajeński;kujawsko-pomorskie;53.53333333333333;17.519444444444442
Kcynia;kujawsko-pomorskie;52.993611111111115;17.486666666666668
Koronowo;kujawsko-pomorskie;53.31444444444444;17.93722222222222
Kowal (miasto);kujawsko-pomorskie;52.5325;19.145
Kowalewo Pomorskie;kujawsko-pomorskie;53.15472222222222;18.897222222222222
Kruszwica;kujawsko-pomorskie;52.674166666666665;18.32638888888889
Lipno;kujawsko-pomorskie;52.84861111111111;19.180555555555557
Lubień Kujawski;kujawsko-pomorskie;52.40472222222222;19.16472222222222
Lubraniec;kujawsko-pomorskie;52.54194444444444;18.835555555555555
Łabiszyn;kujawsko-pomorskie;52.95305555555556;17.919444444444444
Łasin;kujawsko-pomorskie;53.519444444444446;19.086666666666666
Mogilno;kujawsko-pomorskie;52.657777777777774;17.950833333333332
Mrocza;kujawsko-pomorskie;53.24444444444445;17.60611111111111
Nakło nad Notecią;kujawsko-pomorskie;53.138888888888886;17.599444444444444
Nieszawa;kujawsko-pomorskie;52.836666666666666;18.90138888888889
Nowe;kujawsko-pomorskie;53.64611111111111;18.729166666666664
Pakość;kujawsko-pomorskie;52.80777777777777;18.090277777777775
Piotrków Kujawski;kujawsko-pomorskie;52.551111111111105;18.499166666666667
Pruszcz;kujawsko-pomorskie;53.32982694444445;18.198541944444443
Radziejów;kujawsko-pomorskie;52.623919722222226;18.52824
Radzyń Chełmiński;kujawsko-pomorskie;53.385555555555555;18.93638888888889
Rypin;kujawsko-pomorskie;53.066944444444445;19.40694444444444
Sępólno Krajeńskie;kujawsko-pomorskie;53.45416666666667;17.533333333333335
Skępe;kujawsko-pomorskie;52.867222222222225;19.346944444444443
Solec Kujawski;kujawsko-pomorskie;53.080555555555556;18.22222222222222
Strzelno;kujawsko-pomorskie;52.63;18.173055555555557
Szubin;kujawsko-pomorskie;53.01166666666666;17.74361111111111
Świecie;kujawsko-pomorskie;53.40833333333333;18.445833333333333
Toruń;kujawsko-pomorskie;53.02222222222222;18.611111111111114
Tuchola;kujawsko-pomorskie;53.587250000000004;17.86116666666667
Wąbrzeźno;kujawsko-pomorskie;53.27972222222222;18.945833333333333
Więcbork;kujawsko-pomorskie;53.35;17.483333333333334
Włocławek;kujawsko-pomorskie;52.66083333333333;19.06861111111111
Żnin;kujawsko-pomorskie;52.84942;17.719514166666666
Błażowa;podkarpackie;49.88333333333333;22.099444444444444
Boguchwała;podkarpackie;49.98305555555556;21.939722222222223
Brzostek;podkarpackie;49.87970833333333;21.4103
Brzozów;podkarpackie;49.695277777777775;22.019444444444442
Cieszanów;podkarpackie;50.24527777777778;23.129444444444445
Dębica;podkarpackie;50.05083333333333;21.409444444444443
Dubiecko;podkarpackie;49.82555555555556;22.39
Dukla;podkarpackie;49.55555555555555;21.683333333333334
Dynów;podkarpackie;49.81472222222222;22.231666666666666
Głogów Małopolski;podkarpackie;50.151111111111106;21.962777777777777
Iwonicz-Zdrój;podkarpackie;49.57333333333334;21.79361111111111
Jarosław (województwo podkarpackie);podkarpackie;50.01861111111111;22.679722222222225
Jasło;podkarpackie;49.74777777777778;21.47138888888889
Jedlicze;podkarpackie;49.71638888888889;21.645555555555553
Kańczuga;podkarpackie;49.983333333333334;22.411666666666665
Kolbuszowa;podkarpackie;50.244166666666665;21.775
Kołaczyce;podkarpackie;49.80833333333333;21.440277777777776
Krosno;podkarpackie;49.68222222222222;21.765833333333333
Lesko;podkarpackie;49.474444444444444;22.328888888888887
Leżajsk;podkarpackie;50.26111111111111;22.419444444444444
Lubaczów;podkarpackie;50.159166666666664;23.121944444444445
Łańcut;podkarpackie;50.06805555555556;22.22972222222222
Mielec;podkarpackie;50.291666666666664;21.433333333333334
Narol;podkarpackie;50.35027777777778;23.327222222222222
Nisko;podkarpackie;50.519444444444446;22.141666666666666
Nowa Dęba;podkarpackie;50.414722222222224;21.753333333333334
Nowa Sarzyna;podkarpackie;50.32027777777778;22.344444444444445
Oleszyce;podkarpackie;50.16694444444444;23.030833333333334
Pilzno (Polska);podkarpackie;49.978611111111114;21.29138888888889
Pruchnik;podkarpackie;49.90611111111111;22.516111111111112
Przecław;podkarpackie;50.19333333333333;21.479999999999997
Przemyśl;podkarpackie;49.782222222222224;22.774444444444445
Przeworsk;podkarpackie;50.058611111111105;22.49361111111111
Radomyśl Wielki;podkarpackie;50.19472222222222;21.273333333333333
Radymno;podkarpackie;49.95194444444445;22.818055555555556
Ropczyce;podkarpackie;50.05277777777778;21.609166666666667
Rudnik nad Sanem;podkarpackie;50.44305555555555;22.248055555555556
Rymanów;podkarpackie;49.57638888888889;21.8675
Rzeszów;podkarpackie;50.03361111111111;22.004722222222224
Sanok;podkarpackie;49.55833333333333;22.205555555555556
Sędziszów Małopolski;podkarpackie;50.06944444444445;21.70138888888889
Sieniawa;podkarpackie;50.17805555555555;22.610000000000003
Sokołów Małopolski;podkarpackie;50.2325;22.120833333333334
Stalowa Wola;podkarpackie;50.57611111111112;22.061111111111114
Strzyżów;podkarpackie;49.87083333333334;21.791111111111114
Tarnobrzeg;podkarpackie;50.57277777777778;21.678611111111113
Tyczyn;podkarpackie;49.96527777777778;22.033055555555556
Ulanów;podkarpackie;50.49027777777778;22.26527777777778
Ustrzyki Dolne;podkarpackie;49.42972222222222;22.586666666666666
Zagórz;podkarpackie;49.50277777777778;22.261944444444445
Zaklików;podkarpackie;50.75666666666667;22.101666666666667
Bełchatów;łódzkie;51.36361111111111;19.362222222222222
Biała Rawska;łódzkie;51.8075;20.471944444444443
Błaszki;łódzkie;51.651944444444446;18.433333333333334
Bolimów;łódzkie;52.07638888888889;20.163055555555555
Brzeziny;łódzkie;51.80027777777777;19.75138888888889
Dąbrowice;łódzkie;52.31361111111111;19.083888888888886
Drzewica (miasto);łódzkie;51.44694444444444;20.471944444444443
Działoszyn;łódzkie;51.117777777777775;18.87
Głowno;łódzkie;51.96416666666667;19.711666666666666
Jeżów;łódzkie;51.81361111111111;19.96861111111111
Kamieńsk;łódzkie;51.20444444444445;19.496944444444445
Koluszki;łódzkie;51.73777777777778;19.8125
Konstantynów Łódzki;łódzkie;51.74722222222222;19.32638888888889
Krośniewice;łódzkie;52.25361111111111;19.17
Kutno;łódzkie;52.23106111111111;19.364341666666668
Lutomiersk;łódzkie;51.75361111111111;19.210833333333333
Lututów;łódzkie;51.37166666666667;18.435277777777777
Łask;łódzkie;51.58972222222222;19.1325
Łęczyca;łódzkie;52.05916666666666;19.198333333333334
Łowicz;łódzkie;52.10611111111111;19.945833333333333
Łódź;łódzkie;51.776666666666664;19.454722222222223
Miasta w województwie łódzkim;;51.776666666666664;19.454722222222223
Opoczno;łódzkie;51.37722222222222;20.286944444444448
Ozorków;łódzkie;51.958333333333336;19.28805555555556
Pabianice;łódzkie;51.66444444444444;19.355555555555558
Pajęczno;łódzkie;51.14722222222222;19.0
Piątek (miasto);łódzkie;52.06916666666667;19.480555555555554
Piotrków Trybunalski;łódzkie;51.406666666666666;19.695555555555554
Poddębice;łódzkie;51.89333333333333;18.95722222222222
Przedbórz;łódzkie;51.08777777777778;19.87388888888889
Radomsko;łódzkie;51.06722222222223;19.44361111111111
Rawa Mazowiecka;łódzkie;51.766666666666666;20.25
Rozprza;łódzkie;51.30138888888889;19.644166666666667
Rzgów;łódzkie;51.66305555555555;19.489444444444445
Sieradz;łódzkie;51.59527777777778;18.730555555555554
Skierniewice;łódzkie;51.95277777777778;20.141666666666666
Stryków;łódzkie;51.901111111111106;19.610833333333336
Sulejów;łódzkie;51.35277777777778;19.884722222222223
Szadek;łódzkie;51.691111111111105;18.974166666666665
Tomaszów Mazowiecki;łódzkie;51.53138888888889;20.00888888888889
Tuszyn;łódzkie;51.60916666666667;19.529999999999998
Ujazd (powiat tomaszowski);łódzkie;51.59444444444445;19.926944444444445
Uniejów;łódzkie;51.97;18.80027777777778
Warta (miasto);łódzkie;51.70805555555556;18.625
Wieluń;łódzkie;51.222500000000004;18.573888888888888
Wieruszów;łódzkie;51.29527777777778;18.151944444444442
Wolbórz;łódzkie;51.50083333333333;19.83222222222222
Zduńska Wola;łódzkie;51.60611111111111;18.939166666666665
Zelów;łódzkie;51.46666666666667;19.22138888888889
Zgierz;łódzkie;51.855000000000004;19.40611111111111
Złoczew;łódzkie;51.414722222222224;18.607222222222223
Żychlin;łódzkie;52.24527777777778;19.62361111111111
Barwice;zachodniopomorskie;53.74472222222222;16.35527777777778
Białogard;zachodniopomorskie;54.003055555555555;15.992222222222221
Biały Bór;zachodniopomorskie;53.89861111111111;16.837777777777777
Bobolice;zachodniopomorskie;53.95472222222222;16.587777777777777
Borne Sulinowo;zachodniopomorskie;53.58111111111111;16.533333333333335
Cedynia;zachodniopomorskie;52.87916666666667;14.202222222222222
Chociwel;zachodniopomorskie;53.466944444444444;15.33361111111111
Chojna;zachodniopomorskie;52.96333333333334;14.426944444444445
Choszczno;zachodniopomorskie;53.16916666666666;15.419444444444444
Czaplinek;zachodniopomorskie;53.558055555555555;16.233055555555556
Człopa;zachodniopomorskie;53.08861111111111;16.120833333333334
Darłowo;zachodniopomorskie;54.420833333333334;16.410555555555554
Dębno;zachodniopomorskie;52.73888888888889;14.697777777777778
Dobra (powiat łobeski);zachodniopomorskie;53.58555555555556;15.306944444444445
Dobrzany;zachodniopomorskie;53.35861111111111;15.42611111111111
Drawno;zachodniopomorskie;53.219722222222224;15.759166666666667
Drawsko Pomorskie;zachodniopomorskie;53.53138888888889;15.811111111111112
Dziwnów;zachodniopomorskie;54.01744444444444;14.738222222222221
Golczewo;zachodniopomorskie;53.82611111111112;14.981944444444444
Goleniów;zachodniopomorskie;53.56527777777777;14.830555555555556
Gościno;zachodniopomorskie;54.05083333333333;15.6525
Gryfice;zachodniopomorskie;53.91638888888889;15.199722222222222
Gryfino;zachodniopomorskie;53.253055555555555;14.487499999999999
Ińsko;zachodniopomorskie;53.43583333333333;15.550277777777778
Kalisz Pomorski;zachodniopomorskie;53.29833333333333;15.905833333333334
Kamień Pomorski;zachodniopomorskie;53.96888888888889;14.779166666666667
Karlino;zachodniopomorskie;54.03527777777778;15.876944444444446
Kołobrzeg;zachodniopomorskie;54.17777777777778;15.576944444444445
Koszalin;zachodniopomorskie;54.19027777777777;16.18166666666667
Lipiany;zachodniopomorskie;53.003055555555555;14.969444444444445
Łobez;zachodniopomorskie;53.63916666666667;15.62138888888889
Maszewo;zachodniopomorskie;53.49633055555556;15.061422222222223
Mielno;zachodniopomorskie;54.26;16.060833333333335
Mieszkowice;zachodniopomorskie;52.78527777777778;14.493333333333332
Międzyzdroje;zachodniopomorskie;53.928888888888885;14.451388888888888
Mirosławiec;zachodniopomorskie;53.34388888888889;16.08722222222222
Moryń;zachodniopomorskie;52.85944444444445;14.393611111111111
Myślibórz;zachodniopomorskie;52.92472222222222;14.866388888888888
Nowe Warpno;zachodniopomorskie;53.722500000000004;14.28888888888889
Nowogard;zachodniopomorskie;53.67194444444444;15.119166666666667
Pełczyce;zachodniopomorskie;53.043055555555554;15.304722222222223
Płoty;zachodniopomorskie;53.808055555555555;15.264722222222222
